"","cell_id","ACACA","ADAMTS19","ADCY2","AFF2","AGAP1","AGBL4","AKAP6","AKT3","ANK2","ANKS1B","ARHGAP10","ARHGAP24","ARHGAP6","ASTN2","ATAD2B","ATP8A2","AUTS2","BBS9","BCAS3","BMPR1B","BTBD9","CACNA2D3","CACNB2","CADPS2","CD226","CDC42SE2","CDH12","CDH13","CDH4","CDK14","CDKAL1","CEP128","CEP85L","CHSY3","CNTLN","CNTN3","CNTN4","CNTN5","COG5","COL4A5","COL4A6","COMMD10","CSMD3","CTNNA2","CTNND2","DAB1","DACH2","DCC","DGKB","DGKI","DIAPH2","DIP2C","DLG2","DLGAP1","DNER","DOCK1","DOCK4","DOK6","DPP10","DPYD","EDA","EDIL3","EHBP1","ELMO1","ELP4","EPHA6","ERBB4","ERC2","EXOC4","FARS2","FAT3","FBXL17","FBXL7","FER","FGF12","FGF13","FGGY","FHIT","FHOD3","FOXP1","FRMD3","FTO","GABRG3","GALNT13","GMDS","GPATCH2","GPC5","GPC6","GPHN","GRID1","GRID2","GRIK2","GRM5","GRM7","GRM8","HBP1","HDAC9","HHAT","HS6ST3","IDNK","IL1RAPL1","IMMP1L","IMMP2L","INPP4B","IPO11","ITFG1","KAZN","KCNH1","KCNH8","KHDRBS2","KIAA1328","KIRREL3","KLHL29","LAMA2","LINGO2","LPP","LRBA","LRP1B","LSAMP","LUZP2","LYPD1","LYRM4","MACROD2","MAD1L1","MAGI1","MAGI2","MAP7D2","MARCHF1","MBD5","MCM9","MCTP1","MDGA2","MDH1","MECOM","MGAT4C","MGMT","MID1","MLF1","MSRA","NAALADL2","NAV3","NBAS","NBEA","NCAM2","NCKAP5","NEGR1","NEK11","NELL1","NKAIN2","NKAIN3","NLGN1","NR3C2","NRG3","NRXN3","NSUN6","NUP155","OPHN1","OVCH1","PAPPA","PAPPA2","PARD3","PARD3B","PCCA","PCDH11X","PCDH9","PDE1C","PDE4D","PHKB","PHTF2","PIK3C2G","PLCB1","PLEKHA3","PLXDC2","PPFIA2","PRDM5","PRKD1","PRKG1","PSME4","PTPRD","PTPRG","PTPRK","PTPRM","PXDNL","R3HDM1","RABGAP1L","RAP1GDS1","RAPGEF6","RBMS3","ROBO1","RORA","RSBN1L","RSRC1","RYR2","SCFD2","SDCCAG8","SDK1","SEMA6A","SH3GL2","SH3KBP1","SLC44A5","SLC9A9","SLCO3A1","SMYD3","SNX29","SORCS1","SOX5","SOX6","SPAG16","SPATA17","STK3","STXBP4","STXBP5L","SYT1","TAOK3","TBC1D5","THSD4","THSD7B","TIAM1","TMEM117","TMEM167A","TMTC1","TMTC2","TOM1L1","TPGS2","TPK1","TRAPPC12","TRAPPC9","TRIP12","TTN","TYR","UBQLN1","ULK4","UNC5C","UNC5D","VPS13B","VTI1A","WDFY3","WDPCP","WDR7","WDR70","WWOX","XRCC4","ZBTB20","ZFAND3","ZFPM2","ZRANB3"
"SIDM00360","SIDM00360","5.8329","0","1.3618","1.3161","4.9397","0.0841","1.5261","3.3896","5.0023","0.8639","1.5059","4.5583","0.0704","4.5141","2.5874","2.342","4.6247","3.1077","5.7057","1.2869","2.5656","0.585","2.4983","6.1131","0.0426","5.1607","0.0566","0.0426","0.0976","4.1787","3.6369","2.1342","0.848","0","1.7698","0","4.2157","0.263","4.6473","0.5656","0.0144","4.5552","3.0755","0.0286","2.5874","0.0144","0.2869","0.0144","0.0286","0.111","1.2449","2.858","4.594","1.3561","4.3038","2.4356","3.228","0","4.5981","1.8115","0.2388","0.4114","5.3284","0.4854","6.7004","4.0883","3.1375","2.3363","5.7748","3.5789","0","4.3985","0","2.8758","3.7939","4.8063","3.2327","1.6871","0.3219","4.2016","0.8074","5.9825","0.0144","3.1619","6.203","3.5705","0.275","3.2795","3.5135","1.7049","0.0426","0.0426","0.0286","0","5.4925","5.4679","3.5546","1.9891","1.9449","2.488","0","7.8319","4","0.2987","3.5945","4.7887","1.0144","0.8156","2.8836","0","2.0108","0.0704","3.3406","2.5286","1.5211","3.1227","5.6605","0.3674","3.6915","0.1635","1.2203","4.8435","2.4195","4.393","4.9279","2.5826","3.8629","1.5898","3.2141","2.0704","3.1094","0","7.4915","4.079","0.8319","3.111","2.4303","2.905","5.6854","1.1763","0.8797","4.0866","4.8987","0.7312","3.6369","0.1243","1.0144","0.0426","5.6387","0.1635","1.7782","0.111","0.5059","1.1177","3.8914","3.5826","1.4957","0.0144","0.251","0.2869","4.5705","0.0286","2.6938","0","4.5472","4.9006","3.9059","5.3031","4.8585","0.9561","5.4466","2.4276","3.0036","0.189","0.0704","3.6159","1.84","5.1835","0.1506","2.4542","3.0233","7.9004","0","5.3635","5.1875","4.8032","3.1473","0.1506","7.5788","2.7377","4.1627","4.1465","2.84","3.1635","3.991","2.275","0.4436","0.1763","4.0917","5.3988","0.0704","6.141","5.8946","2.4436","4.0993","3.8817","0.1506","5.0018","0.9107","2.3103","2.1473","2.6392","5.4731","3.4725","3.3334","0.7824","0.0286","0.0566","2.3505","5.6608","2.3477","2.669","6.0356","6.6076","1.9523","5.204","4.1562","5.9359","0.2388","0.0566","6.383","1.5993","0.1375","0.4957","2.8895","3.5934","4.1627","2.4141","3.6276","3.85","4.4216","3.9653","1.1309","5.9158","0.0566","2.4906"
"SIDM00362","SIDM00362","5.0725","0","0","4.8943","0.0286","0.0286","0.1375","2.6088","0.1763","0.2987","0.2265","1.7527","0.275","1.0635","3.0286","0","5.437","2.6531","2.1763","0","1.7137","0","1.9184","0","0.0841","5.3523","0","0","0.0426","3.9782","3.4725","3.7301","1.7824","0","2.3306","0","0","0","4.4607","0","0","4.1914","0","0.0144","0.1635","0","0","0","0","0.0286","3.479","3.0635","2.1795","0.3785","0","0","1.0072","0","0","2.5059","0.0841","0","3.5185","5.8887","4.0566","0","0.2016","0","4.6571","3.2188","0","2.3618","0","0.8875","0.0566","0","1.926","2.4673","2.4276","5.6988","0.0976","4.5059","0","0","4.1457","2.7049","0","0","0","0","0","0","0","0","0.0286","4.1779","5.7837","1.516","0","2.488","0","4.9955","3.8237","0.111","4.1506","4.7671","0.8953","0.0704","0.0841","1.1699","2.4463","0.0704","0.1635","0.0144","0","2.3161","4.144","0","0.8156","0","0.5361","5.0993","2.2869","6.1208","0.0976","0.111","0.6041","2.9505","2.9411","3.9855","0.7991","0","7.375","0","0","3.742","0.2987","2.263","1.8718","0","0.0286","3.6971","2.0531","0","0","0.1375","0.263","0","0","0","0","0.3448","0","0","3.8629","5.3331","0.0144","0","0.0144","0","0.4114","0","1.6182","0","6.0695","0","0.275","5.7973","4.5595","0","2.9184","3.126","0","0","0.0704","0","0","5.9399","0.0144","1.6554","0","0","0","5.7021","5.6375","5.0951","3.6554","0.8953","3.5717","0.6041","4.9236","4.8171","0","4.1906","3.1177","0.263","1.5509","0","5.6602","0","1.0909","0.111","3.9727","3.5981","0","0.251","0.0976","3.3074","0.1506","2.342","2.4489","0.5361","0.0566","4.9579","5.3568","0","0","3.0144","2.0144","6.4909","0","1.8278","0.2016","6.2604","1.669","5.5084","3.1747","6.1198","1.8156","0","6.3102","2.2265","0","0","3.7485","4.2211","0","3.067","2.8639","4.6668","3.5336","5.0687","1.774","4.0548","0","2.4621"
"SIDM00363","SIDM00363","5.6188","0","0","4.8555","0.0144","0.0704","0.1506","1.0772","1.2203","0.3334","0.0426","3.373","0.0144","0.1635","3.5336","0.1635","2.3785","1.9411","2.9203","0.2388","1.6276","4.594","0.9561","0.0426","0.2987","5.1699","0","0.0426","0.111","1.0496","3.3757","3.6473","2.3219","0","4.2265","0","0.0144","0.0144","5.4087","0.0566","0.0144","5.2284","0.0144","0","0","0.585","0","0.0976","0","0.0144","3.433","0.0144","1.1763","0.0144","0.0426","0.0566","3.4803","0.0841","2.858","3.9616","2.3132","1.111","4.9112","5.0365","3.9117","0","0.2869","0.0704","6.2542","3.3132","0.0144","3.9001","0","2.1276","0.1506","0.9709","2.4141","0.275","0.0286","4.1432","4.6859","5.7361","0","0.0841","5.4373","3.1843","0.0704","0","4.09","0.8319","0.0144","0.6415","0","0","0.3219","5.4094","3.669","1.8797","0","3.3618","0","4.5466","4.3277","1.848","3.5957","4.9326","2.7398","0.0566","0","0","2.5993","1.0356","0.0426","0.9411","0","2.4751","3.6076","0","0","0","0.5261","4.7766","0.0426","4.3298","0.0566","0.8319","0.0841","1.157","2.4906","3.3334","4.935","0.0144","7.4988","0.0144","1.0772","0.0704","0.1763","0.0976","4.2713","0.189","3.6135","3.9458","2.4436","0.1635","0.0144","0.84","0.4854","0.0144","0","0","0","0.0286","0.0426","0.0144","3.5211","3.9117","2.4141","0.1243","0.0286","0.0286","0.2016","0.0144","6.735","0","0.3448","0.1243","3.8649","5.8612","4.0409","0","4.3674","2.6803","0.0566","0","0.1375","0.0426","0.0286","4.6622","0.0704","3.7038","0.189","0.2388","0","5.6014","3.9791","5.4026","2.8972","0.0976","0.2016","0.275","5.0544","5.1843","0.275","3.5692","4.225","0.0286","1.0356","0.0426","7.0668","0","1.9449","5.2913","5.433","2.6276","0","0.6599","0.1635","0.263","0.0841","2.854","1.9449","0.0144","0.0286","6.1037","6.0148","0.0426","0.0704","0.0286","0","5.7054","0.0286","2.0286","0.189","6.5144","2.0738","5.6147","3.488","5.2585","0.84","0","6.4458","2.6041","0.4647","0.0144","3.7268","3.6622","3.4764","2.6576","3.0635","3.6053","3.1875","4.5583","0.8639","5.7479","0.2987","2.4463"
"SIDM00364","SIDM00364","4.6769","0","0","0","4.8629","0.5945","0.5753","4.4666","2.7506","0.189","3.079","0","4.9991","2.0942","5.204","0","6.6401","3.1375","3.5814","0.0144","1.5656","0","1.8875","0","1.189","4.3639","0","0","0.0144","5.4718","3.275","3.8856","3.366","0","3.6859","0","0.2869","0","5.2001","0","0","3.3743","0","0.0426","0","0.0566","0","0","0","2.9069","4.0738","5.4219","0.3103","0.0286","2.541","0","1.2869","0.0566","0","3.6519","0","0","4.7576","5.5832","5.4525","0","0.0704","0.2987","4.9523","3.8895","0","3.3716","0","3.1779","0","0","1.9184","2.211","2.98","5.6378","0.3674","4.7501","0","0","4.6559","3.6679","0","0","2.8953","1.3951","0","0.0144","0","0","0","6.0966","5.0005","1.9184","0","2.7592","0","5.7276","2.926","0.275","4.7225","5.3082","0.4114","0.0704","2.9964","0","3.0233","0.1506","0.3785","0.2016","0","3.0514","4.3695","0","0","0","0.1243","4.9326","0.4222","4.99","7.0447","0.0841","0.0841","1.8914","4.1326","3.9477","2.0036","0","7.6894","0.0841","0","5.3632","0.6415","0.0144","3.5423","0.0976","2.2327","4.2319","2.5211","0.0841","4.847","0.6135","0.2987","2.5607","0","1.6135","0.0144","2.4725","0.6229","0","4.439","5.853","0.0144","0","0.251","0.0144","5.6067","0","3.8914","0","6.6456","0.0144","2.4033","5.6814","4.7452","0","4.6559","4.3923","1.4383","0","0","0","1.9782","5.8035","0.1243","0.1506","6.0079","0.0426","0.0286","6.1493","5.0321","5.3466","4.7918","0.0286","0.0426","1.5607","5.8731","5.408","0.2869","3.4738","3.3896","4.4189","1.373","0.251","6.3918","2.5874","2.3868","4.0609","4.4757","2.757","0","3.2063","0.2869","2.272","0.0841","6.1577","2.7803","0.2869","6.9086","4.7263","4.6993","0.0841","0","4.3944","3.2913","5.2634","0.5753","1.0215","0.4957","6.5833","0.903","5.8215","3.7549","7.1936","0.2016","0.0426","7.4623","2.5211","0","0.0144","5.9191","5.5185","0","3.4712","3.4033","5.5251","4.1497","4.4443","1.7782","6.5099","0","2.4303"
"SIDM00365","SIDM00365","5.5635","0.2388","0","1.2016","6.4423","0.8797","2.3132","6.4501","3.3205","2.6871","4.3462","0.7398","0.0286","2.7719","3.9523","1.3561","6.8625","3.2555","4.3363","0.2265","1.8359","1.757","3.0959","4.6887","0.0426","5.0561","4.1077","0","0.7137","4.2487","2.7824","3.3576","1.1827","0","4.0496","0.9709","1.3618","0.2388","4.9098","3.8094","1.406","4.9364","1.6369","5.2743","2.025","0.1506","3.1587","1.0976","5.8883","0.903","0","2.8135","5.2192","0.0566","3.5059","1.4005","4.1318","0.7655","5.2168","4.5515","0.2141","1.1635","5.5515","6.6417","6.0836","1.4005","2.5261","1.848","5.4738","3.8768","0.2265","3.4957","0.0426","3.0179","6.0034","0.2141","2.0072","1.6554","1.4276","4.9598","1.8319","4.4289","0.3448","4.4679","5.0175","3.9864","0.0976","2","3.4673","3.717","1.3219","1.5261","2.101","0.0144","3.4957","4.7671","5.0067","1.7049","0.251","1.0426","0.0144","6.954","3.9681","0.0841","4.1276","4.2802","2.7334","0.0976","3.5692","2.3045","2.1731","1.9107","3.9402","1.8032","4.2063","3.3771","6.11","0.0144","6.4684","0.0976","0.111","5.4992","3.3248","4.5686","3.4621","2.842","5.0496","4.1835","4.2479","2.6229","2.1473","0.6599","7.4805","4.5741","2.5558","3.669","2.6415","5.4653","1.5607","1.6088","1.1243","3.9982","3.2172","1.6508","0.2265","1.6369","2.0108","1.86","4.0241","0","2.568","1.6276","0","4.4803","3.669","5.6834","2.3868","0.0286","0.3896","0.1763","4.9453","1.2449","6.8626","2.5033","0.2987","0.3448","4.7197","4.1859","6.4024","1.6554","3.8982","4.2898","0.4436","3.4489","2.3074","4.4561","0.3785","5.1894","3.7225","4.774","5.0237","1.6369","0.0426","5.8527","4.5141","5.2876","3.5886","0.84","7.941","2.0531","5.1227","5.2939","0.6041","3.1506","4.4121","3.8846","4.1554","4.86","3.3632","2.4568","1.7312","5.7991","5.7679","1.7312","0","3.0721","0.585","4.5945","2.0738","3.6358","2.991","4.2265","6.8198","4.393","4.6352","1.8953","0.3103","5.2399","1.8319","6.2468","1.4854","3.6599","6.1371","5.8232","1.406","5.4545","4.441","6.5806","0.251","0","5.84","1.4803","0","0.189","3.5484","3.7687","4.8782","2.9011","2.4356","4.6456","4.2227","3.7729","3.0339","5.5607","0.3561","3.366"
"SIDM00367","SIDM00367","5.5765","0","4.1691","0.4005","3.8934","0.0144","0.2265","8.2316","1.269","0","2.0772","0.7137","1.9745","1.9819","3.106","0.4647","0.0286","2.846","7.0074","0.0144","1.856","0.0144","1","0.3334","0.0976","2.4222","0","0.0144","0.1635","3.5619","6.9805","2.6064","2.4463","0.0976","3.6542","0","0","0.0976","4.4155","0.8074","0.9782","4.4803","0","0.0976","0","0","0","0","0","0.0144","1.3277","2.3277","0.7312","6.7085","3.0215","5.0058","0.4957","0","0.0976","0.8639","2.0286","0.1243","6.8292","1.9782","4.3526","0.0286","0.0144","0.0426","4.5091","3.3118","0.0286","3.6633","0","4.5892","4.0858","2.9126","1.8359","0","0.1243","0.3561","0.0704","5.3201","0","1.3045","3.4222","4.1579","1.9745","0.5361","5.1902","2.842","0","0.1506","0.0286","0.0286","0.0144","4.2311","0.9336","0.7824","0.6135","1.9107","0.0426","4.5729","3.0704","0.263","4.5832","4.9122","2.9764","0.0286","0","0","2.2357","0.3785","3.1293","0.0286","0","3.7247","3.4168","0.3785","0.0144","0.275","0.0286","4.6915","0","4.7808","2.6369","0.3561","0.0286","2.1827","4.6253","3.8197","1.384","0","6.6588","0.0566","0.0144","4.0126","1.1763","2.84","1.2079","4.1408","0.0704","4.6023","1.8237","0","0.0426","0.7485","1.9184","0","0.0286","0","0.2869","0.0976","0","0.3561","3.7876","5.3632","0.5558","0","0.1375","0","4.4673","0.5361","4.2615","0.1763","0.275","0.2265","6.3423","4.6702","3.4529","5.3961","2.7377","3.0054","0.0566","0.0841","1.7355","0","0.0566","4.7714","0","0.0426","0.5059","0.0426","0.189","5.4104","4.1595","5.087","2.85","4.1334","2.991","0.8953","4.9383","4.2487","1.9561","3.0548","6.641","0","1.9184","0.0144","3.3462","1.4594","0.0976","0.111","5.1102","2.5993","0.0286","0.0144","0.2141","6.0826","5.6244","4.0391","2.6229","0.1375","0.0286","3.9486","5.2036","0.6135","0","3.0942","0.669","5.6901","0.111","2.0461","1.5898","5.6378","1.251","5.9803","3.9533","6.6596","0.3103","0.0841","6.4973","1.9069","0","0","3.7824","4.1043","4.4039","1.8074","2.5922","5.0255","3.6982","3.1731","0.3896","5.861","1.0909","2.6415"
"SIDM00368","SIDM00368","4.5021","0.0426","0.0144","0.2265","2.6229","0.3674","5.374","2.5826","5.8462","2.0531","1.9672","0.0976","0.585","4.5993","2.5135","0.111","2.4725","2.7592","5.2887","0.0426","1.7824","0.111","1.433","0.0841","0.1243","3.3205","0.0566","0.0566","0.7137","1.2265","2.6323","1.7181","1.1309","0","2.8053","0.0704","0.1506","0.0426","4.4673","5.1957","4.3882","3.0321","0.263","0.516","0.0144","0.0566","0.0841","0.1375","0.0426","0.0144","3.1747","2.6554","3.8369","3.3533","0.0704","5.2392","0.4647","2.7442","0.1635","4.9809","0.8156","0.1635","4.6548","0.4957","3.1827","0.5361","3.4155","0.585","5.5329","3.2357","0.0566","3.1763","0.0704","1.7312","0.2869","0.1506","2.5729","1.3103","0.8639","4.7436","0.3674","6.0137","0","0.6508","4.437","2.846","0.0286","2.511","4.0277","1.5558","0.0426","0.2141","0.1635","0","0","5.7175","5.6076","2.9745","0.1243","2.7887","0.0426","4.3096","4.3169","0.6871","3.0197","5.5931","2.846","0.0841","0.0286","0.0426","1.8237","3.3923","1.2265","0.1506","0.3334","2.2296","3.7527","1.3161","2.0286","0.0426","0.0286","4.541","1.251","4.2891","2.7866","1.1506","0.0286","0.8875","3.2063","2.6159","4.2765","0.0976","7.726","1.0426","0.0426","5.545","5.7159","4.6159","3.3161","0.6041","0.111","4.6582","2.0566","5.1643","0","0.1375","2.4931","0.0841","3.9392","0.0286","1.2265","0.0144","0.0144","0.263","2.9672","3.3045","1.8197","0","0.2141","0.0144","5.9968","0.2265","3.2795","0.0566","0.275","0.1635","2.4114","5.9635","4.6276","0.0144","3.2357","2.0738","0.7312","0.2987","1.7268","3.3771","0.0976","4.6542","0.5261","1.5059","0.8639","1.7991","0.0566","5.6076","3.591","3.8298","2.2048","4.8212","5.0742","0.6599","3.6622","3.6927","0","3.6427","4.111","0.7225","2.3132","1.7355","4.5053","1.157","0.3219","1.7398","4.8841","1.9411","0.0144","2.3277","0.0704","2.1408","1.189","3.5373","1.9635","0.0426","0.9709","4.09","4.5135","2.729","0.0144","2.7203","2.5385","4.4912","0.8156","1.8319","5.2824","5.9141","2.189","5.8004","3.8166","5.4532","0.0976","0.0426","5.8704","1.5705","0.0426","0","3.5008","3.2765","3.111","2.511","1.9523","3.1811","3.7442","2.852","0.1635","5.1603","0.1763","2.2327"
"SIDM00369","SIDM00369","4.9523","0","0","0.0144","4.0661","0","0.6323","3.9964","0.4114","0.0144","3.9477","1.2141","0.0704","2.4168","3.4489","1.8319","0.1506","3.1906","2.6713","0.4854","2.406","0.0976","0.6229","0.0426","0","3.7581","0.0286","0.0976","2.1795","3.0755","3.4249","3.0391","1.3161","0","2.4033","0","0.0144","0.0286","4.6053","3.6736","2.0108","4.6826","0","0","0.0144","0","0","0","0.0144","0.0144","0.3896","2.4356","0.696","0.0566","1.7698","4.1898","0.926","0","0","3.4647","0.3896","1.9964","5.4043","0.1375","4.2441","0","0","0.0841","5.009","3.5509","0","2.8379","0.0144","2.8895","0.3103","0","2.8972","0.0976","3.4476","0.6041","0.7137","4.6753","0","0.1243","5.441","3.4828","0","0.1506","3.7247","1.1243","0","0","0.0426","0","0.0704","3.7312","3.6814","3.3349","0.0144","2.1177","0.0841","4.634","3.5705","5.5005","4.3806","4.8369","4.6223","1.7398","0","0","1.5945","0.5753","3.8866","0.8953","0.0144","3.5607","4.441","0","0","0","1.3277","4.9416","0.9855","4.9891","3.0409","0.4114","0.5361","0.903","2.4699","2.2172","1.4276","0","8.231","0.5261","0","4.431","3.5741","5.4621","2.9873","0","1.3896","4.2227","0.6871","0","0","0.0144","1.4957","0.0286","0.0144","0.0144","0","0.4751","0","0","2.5753","5.9158","3.7225","0","0.7225","0","5.2149","0.0144","4.0045","0","0.0144","0.0976","1.9964","5.4453","4.6871","0","0.8237","2.3161","0.0286","0","3.0635","1.3505","1.7442","5.1707","0.111","3.1309","4.7142","5.6999","0.0144","4.6971","3.696","4.9846","2.6982","0.1243","4.1473","1.9523","3.6848","4.6206","1.6135","3.0687","3.7247","3.6473","0.433","1.373","3.8963","0.0144","0.5558","4.1416","4.2365","2.121","0.111","0","0.3896","4.0892","0.8797","4.7934","2.6893","0.0426","1.9336","4.6076","4.9317","4.106","0","3.7908","1.8359","6.156","1.3785","2.1699","4.5527","5.4383","2.0356","4.4686","3.0496","6.1127","0.189","0.0426","6.6162","1.5211","0.0286","0","2.8074","3.861","3.8053","2.846","1.6645","5.0531","4.61","3.1811","0.5261","5.2612","0.0144","2.4957"
"SIDM00370","SIDM00370","4.7772","0","0","0.757","0.0976","0.0841","1.3391","3.6182","0.1243","0","3.6112","0.1506","0.0144","0.0426","3.4931","2.5777","3.9449","1.2928","2.269","0.0704","1.1506","0","0.5261","0.0704","5.1272","5.5546","0","0.2265","0.774","0.251","3.5148","3.858","4.1135","0","2.4515","0.0144","0","0","4.2898","0.2869","0.0144","4.1691","0","0.0144","0","0.7312","0","0","0.0286","0.0144","2.8659","0.1243","1.0426","0.0704","0.0566","0.3448","0.5656","0.3561","0","3.9561","0.0144","0.2141","3.9136","5.4486","3.9467","0","0.5361","0","5.5214","3.2095","0.0144","3.4436","0.0426","0.3219","0.0286","0.0704","2.5558","5.7753","0.2141","3.9098","0.4005","5.4456","0","0","5.5283","3.1027","0","0.0841","0.263","0.0286","0.111","0.1763","0","0","0","5.0259","3.6993","2.406","0","1.7613","0.0426","5.7415","3.4033","0.2388","3.9126","4.0488","0.0704","0.0426","0.0976","0","2.3219","0.0566","0.0841","0.111","0","1.9964","4.2373","0","0.0566","0","0.2141","5.0768","0.2388","5.0457","0.4751","0","0.3785","2.2172","2.7398","3.7015","3.2525","0.0144","7.3921","0.0841","0","4.257","0.669","0.3219","0.0841","0.0286","0.0566","3.5922","3.263","0.0144","0.0144","0.0286","0.516","0.0144","0.0144","0.0704","0.1375","0.0144","0","0","4.5103","4.8212","0.0286","0","0.0426","0","5.3702","0.0566","3.5323","0","0.2141","0.251","0.3785","5.0622","4.5753","0","3.6415","2.3813","0.0144","0.1506","0.0144","0.0286","0","3.9307","2.6554","0.189","3.7666","0.189","0","5.6848","3.9203","4.9021","3.7845","0.2869","0.2987","2.6531","4.2464","4.6502","0","2.8115","3.591","0.0286","1.269","0.1243","6.5898","0.0286","0.696","0.3785","5.1428","2.278","0.0286","0.3785","0.0144","4.6264","0","3.4841","3.067","0.2869","0.2141","4.594","5.4449","0.0976","0","5.8237","0.0426","5.8985","0.0286","0.0566","1.546","7.3567","2.0321","5.0942","4.4141","6.0533","0.3103","0.1375","5.7015","1.263","0.0144","0","3.6276","4.1747","0.6871","2.319","2.84","4.4289","4.2411","3.8053","0.4647","5.1823","0.0144","2.9873"
"SIDM00371","SIDM00371","4.8485","0","0","0.0426","4.2675","0.0144","0.2141","4.5945","1.6088","0.546","2.6554","0.3334","0","2.3363","2.6182","0.0144","0.1375","2.585","3.4594","2.3923","3.0635","1.7355","0.433","3.5668","0.0841","5.6493","0","0.0286","0.2869","0.2869","2.0426","0.4647","2.5607","0.7655","2.3868","0","0.1243","0.0144","4.9274","0.5656","0","4.0626","0","0","0","0.0426","0","0.0144","0","0.0566","3.969","3.0959","3.61","0.0144","0.2141","4.742","2.8298","0","0","5.9004","0.5558","3.6194","6.2536","0.0704","2.9616","0","0.0286","0.3561","5.1687","2.3868","0.5261","3.5472","0","2.6938","0.111","0.0426","3.2079","0.9855","2.9298","4.2227","0.6781","5.5182","0","0","3.3074","3.8934","0","0.0286","2.9279","3.0841","0","0.0144","0","0","0.0286","5.7206","1.516","2.4087","0","2.2327","3.3477","3.3448","2.5874","4.106","3.5046","5.6038","0.6599","0.2016","0.0426","0","1.8156","0.0566","2.275","0.4436","0","4.3009","3.5668","0.7049","0.7225","0","3.0531","3.5361","1.6599","3.5261","5.4607","1.0704","0.0566","1.5361","3.9919","3.3291","1.9891","0","6.3873","4.3132","0","4.812","2.4803","3.6218","3.0321","0.3219","5.5401","3.9973","2.6323","0","2.926","0.1763","2.1985","0","0.2141","0.0841","0.6508","0.856","0.0144","0.0566","3.4529","3.7793","1.9819","0","1.7093","0.0144","5.4039","1.2265","4.5059","0","0.0286","0","4.0824","5.8074","3.101","0","0.0426","4.1102","0.5059","0.0426","1.9449","2.852","0.263","4.3219","0","3.568","5.7735","3.3363","0.0426","4.7317","5.1497","4.905","2.8032","1.7442","3.0179","2.3132","3.8043","3.6427","0.9561","2.7071","5.111","2.6206","0.4751","0.0144","2.84","1.3674","0.0426","3.9588","2.7115","1.5993","0","0.6508","1.541","4.6182","4.2839","4.7208","1.3896","0.0566","0.2016","5.4552","5.1595","5.1185","0","2.5922","2.4621","6.483","0.4647","2.6599","4.0161","5.4555","3.0409","5.4979","3.9982","6.8896","0.516","0.0144","6.5284","2.3103","0.7991","0.0144","3.9681","4.2668","5.0904","1.7442","2.025","4.0152","2.4673","3.5753","2.842","6.4128","0.9709","1.7527"
"SIDM00373","SIDM00373","4.1391","0","0","0","4.5735","0","0.189","2.6871","0.1243","0.5261","2.9411","4.0618","1.8278","3.1795","1.9598","1.1763","0.0286","2.4249","2.842","0","1.157","0.111","0.5261","1.7949","0.1243","4.2008","0","0.1243","2.6781","0.3896","3.5668","1.3277","1.263","0.0566","0.0426","0","0.1243","0","3.3205","0.0976","0.0286","4.0704","0","0","0.0704","0.0286","0","0","0.0144","0.0286","2.4751","1.269","0.7398","0.3103","0.0566","4.8963","2.1603","0","0","0.5059","1.0772","0.1506","4.5723","0.2869","4.5699","0.2987","0","1.3674","4.2172","3.3234","0","3.1408","0.0144","2.5008","0.0704","0.0144","3.0409","3.6871","4.1707","2.6017","2.7027","4.8659","0.0566","0","4.211","2.7845","0","0.0426","3.6645","0","0","0.1375","0","0.0144","0.0976","4.6616","3.0018","2.7442","0","3.4502","0.0286","6.0085","4.6949","0.0841","3.5261","5.2157","5.6479","0.2388","0","0","1.6599","0.0426","3.9598","2.6017","0","3.2126","4.6639","0","0","0","0.3785","3.7824","0.7485","4.433","3.257","0","0.8953","0.585","2.5211","2.6392","2.1276","0","6.4375","3.1603","0","5.2832","3.903","0.0426","2.4303","0.0976","1.8074","4.5723","2.696","0.0144","1.669","0.1506","2.3868","0","0","0","0.8953","0.5059","0","0.0144","3.3234","3.2219","1.1243","0","0.0841","0.2388","6.3832","2.7398","4.9406","0","0","0.0566","1.3674","4.373","2.9946","0","3.0036","3.3161","0","0.0976","0","3.009","0.0566","4.1961","4.8359","3.6713","4.7312","5.9298","0.1763","3.8329","1.8875","4.5699","2.1177","0.2388","4.4249","0.8875","2.0807","0.1635","0","2.1506","3.9855","2.9523","3.8248","0","4.0883","0.3103","0.0286","3.9117","4.7252","1.7698","0","0","0.4005","0.0976","2.7761","4.4182","0.903","0","0.2016","2.5385","4.1953","3.7409","0.0144","2.1243","0.774","5.8207","0.0426","2.1309","5.434","5.9612","1.5059","4.6781","3.4289","5.0725","0.0841","0.0704","5.9298","1.3896","0","0","2.6645","2.9467","3.9011","1.5008","1.6088","3.9364","3.5583","3.8885","0.5261","5.7631","0.9486","1.7049"
